日期,交通出行,住房条件,基础设施,休闲娱乐,公共安全,环境健康,科技文化,社会公平
2015-7,0.7445261780104715,0.5973181818181819,0.8251666666666665,0.7841000000000001,0.5375670103092783,0.5102000000000001,0.6181458333333335,0.7161304347826084
2015-8,0.582446341463415,0.5013229166666667,,0.6381063829787232,0.6282631578947369,0.5037157676348549,0.7568780487804877,0.6132549019607845
2015-9,0.589,0.4665135135135135,,0.7085945945945944,0.3519130434782609,0.5402077922077922,0.6711794871794869,0.5444339622641509
2015-10,0.5581666666666666,0.5895256410256413,0.6887777777777777,0.6767924528301886,0.6909761904761899,0.4050028089887639,0.7835774647887322,0.6864230769230767
2015-11,0.5808937198067632,0.6350873786407766,0.644,0.7787272727272726,0.5778659003831421,0.5316879562043797,0.5651371571072298,0.6913137254901962
2015-12,0.4571690647482018,0.5286250000000002,,0.6750955056179773,0.6051666666666667,0.507924731182796,0.6647861771058314,0.5106269841269844
2016-1,0.5009831842576021,0.5517546181417154,0.6721279069767441,0.5071377005347597,0.6585557149688999,0.49808846555323416,0.6997103729603747,0.5868535606820476
2016-2,0.5972564102564102,0.5602623762376236,0.396,0.7872600000000002,0.6100909090909092,0.5266764705882352,0.7015270270270271,0.6040819672131144
2016-3,0.5091217948717947,0.5327893333333333,0.6572,0.4811538461538461,0.5790785123966942,0.6924631901840483,0.6993148148148146,0.6918703703703704
2016-4,0.6154910714285716,0.57,0.7752727272727271,0.5237617328519852,0.33374716369529983,0.46055140186915877,0.7277187499999997,0.4775147058823529
2016-5,0.5315836909871245,0.6402235294117647,0.7320704225352114,0.6495799999999999,0.5432333333333335,0.4546547619047618,0.5817895595432305,0.4295246868091376
2016-6,0.5133333333333334,0.5846256684491979,0.5651176470588235,0.6698225806451612,0.5659846153846154,0.5325141509433967,0.649689331122167,0.43809076558800425
2016-7,0.5730539374325789,0.6321934782608696,,0.6009012345679012,0.5881994134897358,0.467156351791531,0.6487929292929292,0.636718181818182
2016-8,0.5346664315937941,0.5751165803108811,,0.6424720149253728,0.5371460280373838,0.4545128205128206,0.6879581589958157,0.5427151162790695
2016-9,0.4936583514099782,0.5617432525951555,,0.6243795620437953,0.42280555555555543,0.49408303249097474,0.7698544303797469,0.7294242424242423
2016-10,0.5507394136807815,0.5327079783113869,0.646,0.516651098901099,0.5484125736738705,0.46213533834586457,0.7741608391608396,0.593086956521739
2016-11,0.7329169550173013,0.5286532905296945,0.5135000000000001,0.4337333333333336,0.6681228776750998,0.4507943854324741,0.6113349753694581,0.618955357142857
2016-12,0.5407777777777781,0.5949149700598804,0.5195,0.5734234234234236,0.6326360832690839,0.5272722017866519,0.6897974549310726,0.5766489361702127
2017-1,0.5789914651493591,0.5262523148148153,0.5209499999999999,0.6329165302782337,0.5638633606470194,0.5234920682430411,0.8208796866256328,0.6130140515222485
2017-2,0.5656666666666668,0.5187209302325583,0.41180000000000005,0.7092631578947368,0.5606334355828224,0.5627053291536053,0.6696440677966101,0.6429750000000001
2017-3,0.5677505494505503,0.557749661521796,0.644,0.6160766550522649,0.5661368421052626,0.5339607843137253,0.6648830801836825,0.5924366197183097
2017-4,0.5512560113154172,0.6320955158585497,,0.659231707317073,0.5456926829268294,0.6608307692307691,0.6333037542662123,0.49841837968561037
2017-5,0.5101076555023926,0.5138842443729904,,0.7370597826086956,0.5792840466926069,0.5701020408163263,0.7186860465116279,0.7149672268907574
2017-6,0.6308181108509,0.47771370143149167,0.5863333333333334,0.6672330097087381,0.6980810810810802,0.7530000000000001,0.7403240428790199,0.5493225806451606
2017-7,0.5845299145299149,0.5231272727272732,0.008,0.6616086956521738,0.5258141263940516,0.4069090909090909,0.6929819587628866,0.6015961538461543
2017-8,0.5095576592082616,0.5381796714579058,0.6784444444444444,0.6697222222222221,0.5795128205128205,0.3547321428571428,0.6325263157894736,0.6816363636363634
2017-9,0.604205776173285,0.4665273037542675,,0.5385235849056605,0.5559462365591396,0.5218208955223878,0.6774699453551922,0.441
2017-10,0.6562925531914894,0.5841715374841177,0.5101666666666667,0.6916406250000002,0.35496,0.46127499999999994,0.7613563218390801,0.6200524193548385
2017-11,0.5340572139303484,0.3833098159509195,,0.6655023923444979,0.6506472275334616,0.5861958762886597,0.7584799999999998,0.5378544303797466
2017-12,0.5877815631262543,0.5618302702702703,0.5371250000000001,0.8062062256809343,0.6618963855421686,0.5249623865110242,0.8258680203045714,0.5352954545454545
2018-1,0.4502948948948949,0.5966304780876491,0.644,0.7439569377990429,0.7004006024096397,0.5777988904299581,0.6129012658227845,0.5111092896174861
2018-2,0.5756873350923478,0.5407283950617291,,0.6309875621890547,0.498216644649934,0.5235630498533723,0.7083111111111109,0.5502
2018-3,0.526187969924812,0.5668416334661356,,0.6726990291262136,0.6116854838709676,0.5698056680161953,0.6449573412698432,0.6551928166351603
2018-4,0.7085424274973149,0.4940428571428571,,0.49613173076923217,0.7171981981981982,0.6253152610441769,0.6621572580645159,0.6964626865671645
2018-5,0.5486118421052634,0.5551283292978211,0.3389999999999999,0.581561797752809,0.46034920634920645,0.4415882352941174,0.7765534591194975,0.6152968750000001
2018-6,0.39406946264744447,0.5654587315377931,0.8783636363636362,0.7739445727482671,0.7393076923076924,0.5746287878787878,0.692287156477846,0.515591817316842
2018-7,0.6582466765140333,0.5354036770583527,,0.58619335347432,0.5436375838926176,0.40403448275862075,0.6487096153846164,0.5139230769230768
2018-8,0.6601784646061815,0.48522650412898066,0.8065714285714285,0.6588600823045265,0.5021310861423225,0.6510833333333333,0.7519446254071661,0.5200094043887146
2018-9,0.49999190535491855,0.5733459183673472,0.6551904761904759,0.5953591022443895,0.5071356932153389,0.5043999999999998,0.6624494884910499,0.5980042643923243
